timestamp_iso,benchmark_label,input_mint_rel,mint_file_stem,success,overall_score,sec_mint_to_unplaced_json_s,sec_unplaced_json_to_pr_s,sec_wall_total_s,pr_json_path
2026-09-06T16:11:46+00:00,Base/Crossing_H.mint,Base/Crossing_H.mint,Crossing_H,1,0.346341,0.185348,3.955209,4.140557,/home/cidar-ron/Downloads/Neptune_2026/Microfluidics-Benchmarks/Results/MINT-TestCases/Base/Crossing_H/Crossing_H_fromMINT_PR.json
2026-09-06T16:11:48+00:00,Base/Crossing_V.mint,Base/Crossing_V.mint,Crossing_V,1,0.383605,0.195812,1.045906,1.241717,/home/cidar-ron/Downloads/Neptune_2026/Microfluidics-Benchmarks/Results/MINT-TestCases/Base/Crossing_V/Crossing_V_fromMINT_PR.json
2026-09-06T16:11:50+00:00,Base/Grad_Gen_H.mint,Base/Grad_Gen_H.mint,Grad_Gen_H,1,0.298274,0.191086,0.745277,0.936363,/home/cidar-ron/Downloads/Neptune_2026/Microfluidics-Benchmarks/Results/MINT-TestCases/Base/Grad_Gen_H/Grad_Gen_H_fromMINT_PR.json
2026-09-06T16:11:51+00:00,Base/Grad_Gen_V.mint,Base/Grad_Gen_V.mint,Grad_Gen_V,1,0.349118,0.166499,0.768981,0.935479,/home/cidar-ron/Downloads/Neptune_2026/Microfluidics-Benchmarks/Results/MINT-TestCases/Base/Grad_Gen_V/Grad_Gen_V_fromMINT_PR.json
2026-09-06T16:21:08+00:00,Base/Grid_4_Mixer.mint,Base/Grid_4_Mixer.mint,Grid_4_Mixer,1,0.269000,0.502749,555.712153,556.214902,/home/cidar-ron/Downloads/Neptune_2026/Microfluidics-Benchmarks/Results/MINT-TestCases/Base/Grid_4_Mixer/Grid_4_Mixer_fromMINT_PR.json
2026-09-06T16:21:10+00:00,Base/Horizontal_Mux_01.mint,Base/Horizontal_Mux_01.mint,Horizontal_Mux_01,1,0.625100,0.199093,0.703342,0.902435,/home/cidar-ron/Downloads/Neptune_2026/Microfluidics-Benchmarks/Results/MINT-TestCases/Base/Horizontal_Mux_01/Horizontal_Mux_01_fromMINT_PR.json
2026-09-06T16:21:11+00:00,Base/Logic_Test_01.mint,Base/Logic_Test_01.mint,Logic_Test_01,0,,0.165030,0.436700,0.601730,
2026-09-06T16:21:13+00:00,Base/Logic_Test_02.mint,Base/Logic_Test_02.mint,Logic_Test_02,1,0.396451,0.417738,0.612815,1.030553,/home/cidar-ron/Downloads/Neptune_2026/Microfluidics-Benchmarks/Results/MINT-TestCases/Base/Logic_Test_02/Logic_Test_02_fromMINT_PR.json
2026-09-06T16:21:15+00:00,Base/Logic_Test_03.mint,Base/Logic_Test_03.mint,Logic_Test_03,1,0.211981,0.344935,0.622263,0.967198,/home/cidar-ron/Downloads/Neptune_2026/Microfluidics-Benchmarks/Results/MINT-TestCases/Base/Logic_Test_03/Logic_Test_03_fromMINT_PR.json
2026-09-06T16:21:16+00:00,Base/Long_Cell_Trap_Two_Port.mint,Base/Long_Cell_Trap_Two_Port.mint,Long_Cell_Trap_Two_Port,1,0.594979,0.089718,0.468314,0.558032,/home/cidar-ron/Downloads/Neptune_2026/Microfluidics-Benchmarks/Results/MINT-TestCases/Base/Long_Cell_Trap_Two_Port/Long_Cell_Trap_Two_Port_fromMINT_PR.json
2026-09-06T16:21:17+00:00,Base/Mux_8.mint,Base/Mux_8.mint,Mux_8,1,0.628607,0.187406,0.607228,0.794634,/home/cidar-ron/Downloads/Neptune_2026/Microfluidics-Benchmarks/Results/MINT-TestCases/Base/Mux_8/Mux_8_fromMINT_PR.json
2026-09-06T16:21:20+00:00,Base/Net_Multi_Test.mint,Base/Net_Multi_Test.mint,Net_Multi_Test,1,0.335896,0.141813,1.452415,1.594228,/home/cidar-ron/Downloads/Neptune_2026/Microfluidics-Benchmarks/Results/MINT-TestCases/Base/Net_Multi_Test/Net_Multi_Test_fromMINT_PR.json
