timestamp_iso,benchmark_label,input_mint_rel,mint_file_stem,success,overall_score,sec_mint_to_unplaced_json_s,sec_unplaced_json_to_pr_s,sec_wall_total_s,pr_json_path
2026-07-22T22:59:53+00:00,COVID/AJ_rtpcr_8primer.mint,COVID/AJ_rtpcr_8primer.mint,AJ_rtpcr_8primer,1,0.456710,0.414640,0.005627,0.420267,/home/cidar-ron/Downloads/Neptune_2026/Microfluidics-Benchmarks/Results/MINT-TestCases/COVID/AJ_rtpcr_8primer/AJ_rtpcr_8primer_fromMINT_PR.json
2026-07-22T22:59:54+00:00,COVID/ARIZE.mint,COVID/ARIZE.mint,ARIZE,1,0.522470,0.289431,0.005381,0.294811,/home/cidar-ron/Downloads/Neptune_2026/Microfluidics-Benchmarks/Results/MINT-TestCases/COVID/ARIZE/ARIZE_fromMINT_PR.json
2026-07-22T22:59:55+00:00,COVID/CRISPR.mint,COVID/CRISPR.mint,CRISPR,1,0.430746,0.145468,0.002093,0.147562,/home/cidar-ron/Downloads/Neptune_2026/Microfluidics-Benchmarks/Results/MINT-TestCases/COVID/CRISPR/CRISPR_fromMINT_PR.json
2026-07-22T22:59:57+00:00,COVID/DETECTR.mint,COVID/DETECTR.mint,DETECTR,1,0.431531,0.229163,0.003883,0.233046,/home/cidar-ron/Downloads/Neptune_2026/Microfluidics-Benchmarks/Results/MINT-TestCases/COVID/DETECTR/DETECTR_fromMINT_PR.json
2026-07-22T22:59:58+00:00,COVID/ELISALFR.mint,COVID/ELISALFR.mint,ELISALFR,1,0.415646,0.106777,0.001461,0.108238,/home/cidar-ron/Downloads/Neptune_2026/Microfluidics-Benchmarks/Results/MINT-TestCases/COVID/ELISALFR/ELISALFR_fromMINT_PR.json
2026-07-22T22:59:59+00:00,COVID/covid_crispr.mint,COVID/covid_crispr.mint,covid_crispr,1,0.493821,0.091687,0.001221,0.092908,/home/cidar-ron/Downloads/Neptune_2026/Microfluidics-Benchmarks/Results/MINT-TestCases/COVID/covid_crispr/covid_crispr_fromMINT_PR.json
2026-07-22T23:00:00+00:00,COVID/electro4.mint,COVID/electro4.mint,electro4,1,0.424997,0.202120,0.003079,0.205199,/home/cidar-ron/Downloads/Neptune_2026/Microfluidics-Benchmarks/Results/MINT-TestCases/COVID/electro4/electro4_fromMINT_PR.json
2026-07-22T23:00:01+00:00,COVID/hybri_detect.mint,COVID/hybri_detect.mint,hybri_detect,1,0.523674,0.129173,0.002227,0.131400,/home/cidar-ron/Downloads/Neptune_2026/Microfluidics-Benchmarks/Results/MINT-TestCases/COVID/hybri_detect/hybri_detect_fromMINT_PR.json
2026-07-22T23:00:02+00:00,COVID/part1_rna.mint,COVID/part1_rna.mint,part1_rna,1,0.477870,0.128135,0.001933,0.130068,/home/cidar-ron/Downloads/Neptune_2026/Microfluidics-Benchmarks/Results/MINT-TestCases/COVID/part1_rna/part1_rna_fromMINT_PR.json
2026-07-22T23:00:03+00:00,COVID/part2_lfr.mint,COVID/part2_lfr.mint,part2_lfr,1,0.455397,0.116995,0.001584,0.118578,/home/cidar-ron/Downloads/Neptune_2026/Microfluidics-Benchmarks/Results/MINT-TestCases/COVID/part2_lfr/part2_lfr_fromMINT_PR.json
