timestamp_iso,input_rel,success,sec_wall_total_s,out_dir
2026-09-06T04:40:17Z,Base/Crossing_H.mint,1,1.217774,./Microfluidics-Benchmarks/Results/MINT-TestCases/Base/Crossing_H
2026-09-06T04:40:19Z,Base/Crossing_V.mint,1,1.188277,./Microfluidics-Benchmarks/Results/MINT-TestCases/Base/Crossing_V
2026-09-06T04:40:20Z,Base/Grad_Gen_H.mint,1,1.173619,./Microfluidics-Benchmarks/Results/MINT-TestCases/Base/Grad_Gen_H
2026-09-06T04:40:21Z,Base/Grad_Gen_V.mint,1,1.184025,./Microfluidics-Benchmarks/Results/MINT-TestCases/Base/Grad_Gen_V
2026-09-06T04:40:23Z,Base/Grid_4_Mixer.mint,1,1.422685,./Microfluidics-Benchmarks/Results/MINT-TestCases/Base/Grid_4_Mixer
2026-09-06T04:40:24Z,Base/Horizontal_Mux_01.mint,1,1.193739,./Microfluidics-Benchmarks/Results/MINT-TestCases/Base/Horizontal_Mux_01
2026-09-06T04:40:25Z,Base/Logic_Test_01.mint,1,1.166773,./Microfluidics-Benchmarks/Results/MINT-TestCases/Base/Logic_Test_01
2026-09-06T04:40:26Z,Base/Logic_Test_02.mint,1,1.306160,./Microfluidics-Benchmarks/Results/MINT-TestCases/Base/Logic_Test_02
2026-09-06T04:40:28Z,Base/Logic_Test_03.mint,1,1.367763,./Microfluidics-Benchmarks/Results/MINT-TestCases/Base/Logic_Test_03
2026-09-06T04:40:29Z,Base/Long_Cell_Trap_Two_Port.mint,1,1.073194,./Microfluidics-Benchmarks/Results/MINT-TestCases/Base/Long_Cell_Trap_Two_Port
2026-09-06T04:40:30Z,Base/Mux_8.mint,1,1.144538,./Microfluidics-Benchmarks/Results/MINT-TestCases/Base/Mux_8
2026-09-06T04:40:31Z,Base/Net_Multi_Test.mint,1,1.224937,./Microfluidics-Benchmarks/Results/MINT-TestCases/Base/Net_Multi_Test
2026-09-06T04:40:32Z,Base/Net_Test.mint,1,1.166089,./Microfluidics-Benchmarks/Results/MINT-TestCases/Base/Net_Test
