timestamp_iso,input_rel,success,sec_wall_total_s,out_dir
2026-09-14T06:02:52Z,Base/Crossing_H.mint,1,0,./Microfluidics-Benchmarks/Results/MINT-TestCases/Base/Crossing_H
2026-09-14T06:02:53Z,Base/Crossing_V.mint,1,0,./Microfluidics-Benchmarks/Results/MINT-TestCases/Base/Crossing_V
2026-09-14T06:02:54Z,Base/Grad_Gen_H.mint,1,0,./Microfluidics-Benchmarks/Results/MINT-TestCases/Base/Grad_Gen_H
2026-09-14T06:02:55Z,Base/Grad_Gen_V.mint,1,0,./Microfluidics-Benchmarks/Results/MINT-TestCases/Base/Grad_Gen_V
2026-09-14T06:02:56Z,Base/Grid_4_Mixer.mint,1,0,./Microfluidics-Benchmarks/Results/MINT-TestCases/Base/Grid_4_Mixer
2026-09-14T06:02:57Z,Base/Horizontal_Mux_01.mint,1,0,./Microfluidics-Benchmarks/Results/MINT-TestCases/Base/Horizontal_Mux_01
2026-09-14T06:02:58Z,Base/Logic_Test_01.mint,1,0,./Microfluidics-Benchmarks/Results/MINT-TestCases/Base/Logic_Test_01
2026-09-14T06:02:59Z,Base/Logic_Test_02.mint,1,0,./Microfluidics-Benchmarks/Results/MINT-TestCases/Base/Logic_Test_02
2026-09-14T06:03:00Z,Base/Logic_Test_03.mint,1,0,./Microfluidics-Benchmarks/Results/MINT-TestCases/Base/Logic_Test_03
2026-09-14T06:03:01Z,Base/Long_Cell_Trap_Two_Port.mint,1,0,./Microfluidics-Benchmarks/Results/MINT-TestCases/Base/Long_Cell_Trap_Two_Port
2026-09-14T06:03:02Z,Base/Mux_8.mint,1,0,./Microfluidics-Benchmarks/Results/MINT-TestCases/Base/Mux_8
2026-09-14T06:03:03Z,Base/Net_Multi_Test.mint,1,0,./Microfluidics-Benchmarks/Results/MINT-TestCases/Base/Net_Multi_Test
2026-09-14T06:03:04Z,Base/Net_Test.mint,1,0,./Microfluidics-Benchmarks/Results/MINT-TestCases/Base/Net_Test
2026-09-14T06:03:05Z,Base/Net_Valve_Test.mint,1,0,./Microfluidics-Benchmarks/Results/MINT-TestCases/Base/Net_Valve_Test
2026-09-14T06:03:06Z,Base/Node_Long_Cell_Trap_01.mint,1,0,./Microfluidics-Benchmarks/Results/MINT-TestCases/Base/Node_Long_Cell_Trap_01
2026-09-14T06:03:07Z,Base/Node_Long_Cell_Trap_02.mint,1,0,./Microfluidics-Benchmarks/Results/MINT-TestCases/Base/Node_Long_Cell_Trap_02
