timestamp_iso,input_rel,success,sec_wall_total_s,out_dir
2026-09-14T06:09:50Z,CIDAR_Lab_Past_Devices/Chemostat_Chip.lfr,1,0,./Microfluidics-Benchmarks/Results/LFR-TestCases/CIDAR_Lab_Past_Devices/Chemostat_Chip
2026-09-14T06:09:51Z,CIDAR_Lab_Past_Devices/Dna_Synthesizer.lfr,1,0,./Microfluidics-Benchmarks/Results/LFR-TestCases/CIDAR_Lab_Past_Devices/Dna_Synthesizer
2026-09-14T06:09:52Z,CIDAR_Lab_Past_Devices/Dual_Lane_Droplet.lfr,1,0,./Microfluidics-Benchmarks/Results/LFR-TestCases/CIDAR_Lab_Past_Devices/Dual_Lane_Droplet
2026-09-14T06:09:53Z,CIDAR_Lab_Past_Devices/Genetic_Clock_Testing_Tool.lfr,1,0,./Microfluidics-Benchmarks/Results/LFR-TestCases/CIDAR_Lab_Past_Devices/Genetic_Clock_Testing_Tool
2026-09-14T06:09:54Z,CIDAR_Lab_Past_Devices/Glycoform.lfr,1,0,./Microfluidics-Benchmarks/Results/LFR-TestCases/CIDAR_Lab_Past_Devices/Glycoform
2026-09-14T06:09:55Z,CIDAR_Lab_Past_Devices/Grad_Cells.lfr,1,0,./Microfluidics-Benchmarks/Results/LFR-TestCases/CIDAR_Lab_Past_Devices/Grad_Cells
2026-09-14T06:09:56Z,CIDAR_Lab_Past_Devices/Gradient.lfr,1,0,./Microfluidics-Benchmarks/Results/LFR-TestCases/CIDAR_Lab_Past_Devices/Gradient
2026-09-14T06:09:57Z,CIDAR_Lab_Past_Devices/Hasty_Cell_Traps.lfr,1,0,./Microfluidics-Benchmarks/Results/LFR-TestCases/CIDAR_Lab_Past_Devices/Hasty_Cell_Traps
2026-09-14T06:09:58Z,CIDAR_Lab_Past_Devices/Hmlp_Dual_Bank.lfr,1,0,./Microfluidics-Benchmarks/Results/LFR-TestCases/CIDAR_Lab_Past_Devices/Hmlp_Dual_Bank
2026-09-14T06:10:00Z,CIDAR_Lab_Past_Devices/Incubator.lfr,1,0,./Microfluidics-Benchmarks/Results/LFR-TestCases/CIDAR_Lab_Past_Devices/Incubator
2026-09-14T06:10:01Z,CIDAR_Lab_Past_Devices/Inlet_16.lfr,1,0,./Microfluidics-Benchmarks/Results/LFR-TestCases/CIDAR_Lab_Past_Devices/Inlet_16
2026-09-14T06:10:02Z,CIDAR_Lab_Past_Devices/Kinetics.lfr,1,0,./Microfluidics-Benchmarks/Results/LFR-TestCases/CIDAR_Lab_Past_Devices/Kinetics
2026-09-14T06:10:03Z,CIDAR_Lab_Past_Devices/Logic_04.lfr,1,0,./Microfluidics-Benchmarks/Results/LFR-TestCases/CIDAR_Lab_Past_Devices/Logic_04
2026-09-14T06:10:04Z,CIDAR_Lab_Past_Devices/Mfd_005_Chip.lfr,1,0,./Microfluidics-Benchmarks/Results/LFR-TestCases/CIDAR_Lab_Past_Devices/Mfd_005_Chip
2026-09-14T06:10:05Z,CIDAR_Lab_Past_Devices/Microalgal_Bioassay.lfr,1,0,./Microfluidics-Benchmarks/Results/LFR-TestCases/CIDAR_Lab_Past_Devices/Microalgal_Bioassay
2026-09-14T06:10:06Z,CIDAR_Lab_Past_Devices/Microdroplet.lfr,1,0,./Microfluidics-Benchmarks/Results/LFR-TestCases/CIDAR_Lab_Past_Devices/Microdroplet
2026-09-14T06:10:07Z,CIDAR_Lab_Past_Devices/Microreactor.lfr,1,0,./Microfluidics-Benchmarks/Results/LFR-TestCases/CIDAR_Lab_Past_Devices/Microreactor
2026-09-14T06:10:08Z,CIDAR_Lab_Past_Devices/Mix_Incubate_Express.lfr,1,0,./Microfluidics-Benchmarks/Results/LFR-TestCases/CIDAR_Lab_Past_Devices/Mix_Incubate_Express
2026-09-14T06:10:09Z,CIDAR_Lab_Past_Devices/Multi_Input.lfr,1,0,./Microfluidics-Benchmarks/Results/LFR-TestCases/CIDAR_Lab_Past_Devices/Multi_Input
2026-09-14T06:10:11Z,CIDAR_Lab_Past_Devices/Mux_96_Chambers.lfr,1,0,./Microfluidics-Benchmarks/Results/LFR-TestCases/CIDAR_Lab_Past_Devices/Mux_96_Chambers
2026-09-14T06:10:12Z,CIDAR_Lab_Past_Devices/Net_Mux.lfr,1,0,./Microfluidics-Benchmarks/Results/LFR-TestCases/CIDAR_Lab_Past_Devices/Net_Mux
2026-09-14T06:10:13Z,CIDAR_Lab_Past_Devices/Nine_To_One_Mux.lfr,1,0,./Microfluidics-Benchmarks/Results/LFR-TestCases/CIDAR_Lab_Past_Devices/Nine_To_One_Mux
2026-09-14T06:10:14Z,CIDAR_Lab_Past_Devices/Number_Declarations.lfr,1,0,./Microfluidics-Benchmarks/Results/LFR-TestCases/CIDAR_Lab_Past_Devices/Number_Declarations
2026-09-14T06:10:15Z,CIDAR_Lab_Past_Devices/Olfactory.lfr,1,0,./Microfluidics-Benchmarks/Results/LFR-TestCases/CIDAR_Lab_Past_Devices/Olfactory
2026-09-14T06:10:16Z,CIDAR_Lab_Past_Devices/Pump_Passthrough.lfr,1,0,./Microfluidics-Benchmarks/Results/LFR-TestCases/CIDAR_Lab_Past_Devices/Pump_Passthrough
2026-09-14T06:10:17Z,CIDAR_Lab_Past_Devices/Ring.lfr,1,0,./Microfluidics-Benchmarks/Results/LFR-TestCases/CIDAR_Lab_Past_Devices/Ring
2026-09-14T06:10:18Z,CIDAR_Lab_Past_Devices/Root_Chip.lfr,1,0,./Microfluidics-Benchmarks/Results/LFR-TestCases/CIDAR_Lab_Past_Devices/Root_Chip
2026-09-14T06:10:19Z,CIDAR_Lab_Past_Devices/Rotary_16.lfr,0,0,./Microfluidics-Benchmarks/Results/LFR-TestCases/CIDAR_Lab_Past_Devices/Rotary_16
2026-09-14T06:10:20Z,CIDAR_Lab_Past_Devices/Rotary_Cells.lfr,1,0,./Microfluidics-Benchmarks/Results/LFR-TestCases/CIDAR_Lab_Past_Devices/Rotary_Cells
2026-09-14T06:10:21Z,CIDAR_Lab_Past_Devices/Seeding.lfr,1,0,./Microfluidics-Benchmarks/Results/LFR-TestCases/CIDAR_Lab_Past_Devices/Seeding
2026-09-14T06:10:22Z,CIDAR_Lab_Past_Devices/Three_Reagent_Mix.lfr,1,0,./Microfluidics-Benchmarks/Results/LFR-TestCases/CIDAR_Lab_Past_Devices/Three_Reagent_Mix
