timestamp_iso,input_rel,success,sec_wall_total_s,out_dir
2026-09-06T04:36:54Z,CIDAR_Lab_Past_Devices/Chemostat_Chip.lfr,1,1.854963,./Microfluidics-Benchmarks/Results/LFR-TestCases/CIDAR_Lab_Past_Devices/Chemostat_Chip
2026-09-06T04:36:56Z,CIDAR_Lab_Past_Devices/Dna_Synthesizer.lfr,1,1.738419,./Microfluidics-Benchmarks/Results/LFR-TestCases/CIDAR_Lab_Past_Devices/Dna_Synthesizer
2026-09-06T04:36:57Z,CIDAR_Lab_Past_Devices/Dual_Lane_Droplet.lfr,1,1.234670,./Microfluidics-Benchmarks/Results/LFR-TestCases/CIDAR_Lab_Past_Devices/Dual_Lane_Droplet
2026-09-06T04:36:58Z,CIDAR_Lab_Past_Devices/Genetic_Clock_Testing_Tool.lfr,1,1.142965,./Microfluidics-Benchmarks/Results/LFR-TestCases/CIDAR_Lab_Past_Devices/Genetic_Clock_Testing_Tool
2026-09-06T04:36:59Z,CIDAR_Lab_Past_Devices/Glycoform.lfr,1,1.149468,./Microfluidics-Benchmarks/Results/LFR-TestCases/CIDAR_Lab_Past_Devices/Glycoform
2026-09-06T04:37:00Z,CIDAR_Lab_Past_Devices/Grad_Cells.lfr,1,1.222422,./Microfluidics-Benchmarks/Results/LFR-TestCases/CIDAR_Lab_Past_Devices/Grad_Cells
2026-09-06T04:37:02Z,CIDAR_Lab_Past_Devices/Gradient.lfr,1,1.453922,./Microfluidics-Benchmarks/Results/LFR-TestCases/CIDAR_Lab_Past_Devices/Gradient
2026-09-06T04:37:03Z,CIDAR_Lab_Past_Devices/Hasty_Cell_Traps.lfr,1,1.147413,./Microfluidics-Benchmarks/Results/LFR-TestCases/CIDAR_Lab_Past_Devices/Hasty_Cell_Traps
2026-09-06T04:37:05Z,CIDAR_Lab_Past_Devices/Hmlp_Dual_Bank.lfr,1,1.448750,./Microfluidics-Benchmarks/Results/LFR-TestCases/CIDAR_Lab_Past_Devices/Hmlp_Dual_Bank
2026-09-06T04:37:06Z,CIDAR_Lab_Past_Devices/Incubator.lfr,1,1.487468,./Microfluidics-Benchmarks/Results/LFR-TestCases/CIDAR_Lab_Past_Devices/Incubator
2026-09-06T04:37:08Z,CIDAR_Lab_Past_Devices/Inlet_16.lfr,1,1.620666,./Microfluidics-Benchmarks/Results/LFR-TestCases/CIDAR_Lab_Past_Devices/Inlet_16
2026-09-06T04:37:09Z,CIDAR_Lab_Past_Devices/Kinetics.lfr,1,1.122029,./Microfluidics-Benchmarks/Results/LFR-TestCases/CIDAR_Lab_Past_Devices/Kinetics
2026-09-06T04:37:10Z,CIDAR_Lab_Past_Devices/Logic_04.lfr,1,1.411644,./Microfluidics-Benchmarks/Results/LFR-TestCases/CIDAR_Lab_Past_Devices/Logic_04
2026-09-06T04:37:11Z,CIDAR_Lab_Past_Devices/Mfd_005_Chip.lfr,1,1.180829,./Microfluidics-Benchmarks/Results/LFR-TestCases/CIDAR_Lab_Past_Devices/Mfd_005_Chip
2026-09-06T04:37:13Z,CIDAR_Lab_Past_Devices/Microalgal_Bioassay.lfr,1,1.162626,./Microfluidics-Benchmarks/Results/LFR-TestCases/CIDAR_Lab_Past_Devices/Microalgal_Bioassay
2026-09-06T04:37:14Z,CIDAR_Lab_Past_Devices/Microdroplet.lfr,1,1.440728,./Microfluidics-Benchmarks/Results/LFR-TestCases/CIDAR_Lab_Past_Devices/Microdroplet
2026-09-06T04:37:15Z,CIDAR_Lab_Past_Devices/Microreactor.lfr,1,1.272045,./Microfluidics-Benchmarks/Results/LFR-TestCases/CIDAR_Lab_Past_Devices/Microreactor
2026-09-06T04:37:17Z,CIDAR_Lab_Past_Devices/Mix_Incubate_Express.lfr,1,1.133696,./Microfluidics-Benchmarks/Results/LFR-TestCases/CIDAR_Lab_Past_Devices/Mix_Incubate_Express
