timestamp_iso,benchmark_label,input_lfr_rel,lfr_file_stem,success,overall_score,sec_compile_lfr_s,sec_flatten_variant_outputs_s,sec_lfr_to_mint_cumulative_s,sec_lfr_to_unplaced_json_cumulative_s,sec_unplaced_json_to_pr_s,sec_wall_total_s,pr_json_path
2026-07-22T22:56:09+00:00,COVID/aj_rtpcr_8primer.lfr,COVID/aj_rtpcr_8primer.lfr,aj_rtpcr_8primer,1,0.426066,0.572890,0.002098,0.574989,0.575021,0.008545,0.583566,/home/cidar-ron/Downloads/Neptune_2026/Microfluidics-Benchmarks/Results/LFR-TestCases/COVID/aj_rtpcr_8primer/aj_rtpcr_8primer_fromLFR_PR.json
2026-07-22T22:56:11+00:00,COVID/arize.lfr,COVID/arize.lfr,arize,1,0.521193,0.364871,0.001417,0.366288,0.366309,0.005021,0.371330,/home/cidar-ron/Downloads/Neptune_2026/Microfluidics-Benchmarks/Results/LFR-TestCases/COVID/arize/arize_fromLFR_PR.json
2026-07-22T22:56:12+00:00,COVID/covid_crispr.lfr,COVID/covid_crispr.lfr,covid_crispr,1,0.493821,0.163641,0.001472,0.165113,0.165136,0.001019,0.166154,/home/cidar-ron/Downloads/Neptune_2026/Microfluidics-Benchmarks/Results/LFR-TestCases/COVID/covid_crispr/covid_crispr_fromLFR_PR.json
2026-07-22T22:56:13+00:00,COVID/crispr.lfr,COVID/crispr.lfr,crispr,1,0.428740,0.266339,0.001413,0.267752,0.267773,0.001940,0.269713,/home/cidar-ron/Downloads/Neptune_2026/Microfluidics-Benchmarks/Results/LFR-TestCases/COVID/crispr/crispr_fromLFR_PR.json
2026-07-22T22:56:15+00:00,COVID/detectr.lfr,COVID/detectr.lfr,detectr,1,0.431331,0.326749,0.001684,0.328432,0.328458,0.005024,0.333483,/home/cidar-ron/Downloads/Neptune_2026/Microfluidics-Benchmarks/Results/LFR-TestCases/COVID/detectr/detectr_fromLFR_PR.json
2026-07-22T22:56:16+00:00,COVID/electro4.lfr,COVID/electro4.lfr,electro4,1,0.433413,0.284064,0.001682,0.285746,0.285771,0.003083,0.288854,/home/cidar-ron/Downloads/Neptune_2026/Microfluidics-Benchmarks/Results/LFR-TestCases/COVID/electro4/electro4_fromLFR_PR.json
2026-07-22T22:56:17+00:00,COVID/elisalfr.lfr,COVID/elisalfr.lfr,elisalfr,1,0.425691,0.187737,0.001425,0.189162,0.189184,0.001199,0.190383,/home/cidar-ron/Downloads/Neptune_2026/Microfluidics-Benchmarks/Results/LFR-TestCases/COVID/elisalfr/elisalfr_fromLFR_PR.json
2026-07-22T22:56:18+00:00,COVID/hybri_detect.lfr,COVID/hybri_detect.lfr,hybri_detect,1,0.522809,0.224426,0.001609,0.226036,0.226059,0.002380,0.228439,/home/cidar-ron/Downloads/Neptune_2026/Microfluidics-Benchmarks/Results/LFR-TestCases/COVID/hybri_detect/hybri_detect_fromLFR_PR.json
2026-07-22T22:56:19+00:00,COVID/part1_rna.lfr,COVID/part1_rna.lfr,part1_rna,1,0.465860,0.254789,0.002354,0.257144,0.257184,0.002590,0.259774,/home/cidar-ron/Downloads/Neptune_2026/Microfluidics-Benchmarks/Results/LFR-TestCases/COVID/part1_rna/part1_rna_fromLFR_PR.json
2026-07-22T22:56:21+00:00,COVID/part2_lfr.lfr,COVID/part2_lfr.lfr,part2_lfr,1,0.456348,0.208176,0.001408,0.209584,0.209604,0.001424,0.211028,/home/cidar-ron/Downloads/Neptune_2026/Microfluidics-Benchmarks/Results/LFR-TestCases/COVID/part2_lfr/part2_lfr_fromLFR_PR.json
2026-07-22T22:56:22+00:00,COVID/part3_gel.lfr,COVID/part3_gel.lfr,part3_gel,1,0.396968,0.195912,0.001360,0.197272,0.197293,0.001092,0.198385,/home/cidar-ron/Downloads/Neptune_2026/Microfluidics-Benchmarks/Results/LFR-TestCases/COVID/part3_gel/part3_gel_fromLFR_PR.json
2026-07-22T22:56:23+00:00,COVID/rt_pcr.lfr,COVID/rt_pcr.lfr,rt_pcr,1,0.481436,0.180542,0.002286,0.182829,0.182864,0.001673,0.184537,/home/cidar-ron/Downloads/Neptune_2026/Microfluidics-Benchmarks/Results/LFR-TestCases/COVID/rt_pcr/rt_pcr_fromLFR_PR.json
2026-07-22T22:56:24+00:00,Expressions/expression1.lfr,Expressions/expression1.lfr,expression1,1,0.418550,0.241198,0.001258,0.242457,0.242476,0.001582,0.244058,/home/cidar-ron/Downloads/Neptune_2026/Microfluidics-Benchmarks/Results/LFR-TestCases/Expressions/expression1/expression1_fromLFR_PR.json
2026-07-22T22:56:25+00:00,Expressions/expression10.lfr,Expressions/expression10.lfr,expression10,1,0.467006,0.236282,0.001394,0.237676,0.237696,0.001534,0.239230,/home/cidar-ron/Downloads/Neptune_2026/Microfluidics-Benchmarks/Results/LFR-TestCases/Expressions/expression10/expression10_fromLFR_PR.json
2026-07-22T22:56:27+00:00,Expressions/expression11.lfr,Expressions/expression11.lfr,expression11,1,0.493821,0.185948,0.002073,0.188020,0.188051,0.001420,0.189472,/home/cidar-ron/Downloads/Neptune_2026/Microfluidics-Benchmarks/Results/LFR-TestCases/Expressions/expression11/expression11_fromLFR_PR.json
2026-07-22T22:56:28+00:00,Expressions/expression12.lfr,Expressions/expression12.lfr,expression12,1,0.512136,0.314801,0.001356,0.316157,0.316176,0.003075,0.319251,/home/cidar-ron/Downloads/Neptune_2026/Microfluidics-Benchmarks/Results/LFR-TestCases/Expressions/expression12/expression12_fromLFR_PR.json
2026-07-22T22:56:29+00:00,Expressions/expression13.lfr,Expressions/expression13.lfr,expression13,1,0.459558,0.177005,0.001418,0.178423,0.178446,0.000954,0.179400,/home/cidar-ron/Downloads/Neptune_2026/Microfluidics-Benchmarks/Results/LFR-TestCases/Expressions/expression13/expression13_fromLFR_PR.json
2026-07-22T22:56:30+00:00,Expressions/expression14.lfr,Expressions/expression14.lfr,expression14,1,0.465835,0.417969,0.001465,0.419434,0.419456,0.005433,0.424889,/home/cidar-ron/Downloads/Neptune_2026/Microfluidics-Benchmarks/Results/LFR-TestCases/Expressions/expression14/expression14_fromLFR_PR.json
2026-07-22T22:56:32+00:00,Expressions/expression15.lfr,Expressions/expression15.lfr,expression15,1,0.548857,0.272682,0.001399,0.274081,0.274100,0.002865,0.276965,/home/cidar-ron/Downloads/Neptune_2026/Microfluidics-Benchmarks/Results/LFR-TestCases/Expressions/expression15/expression15_fromLFR_PR.json
2026-07-22T22:56:33+00:00,Expressions/expression2.lfr,Expressions/expression2.lfr,expression2,1,0.484277,0.221319,0.001729,0.223049,0.223076,0.002054,0.225130,/home/cidar-ron/Downloads/Neptune_2026/Microfluidics-Benchmarks/Results/LFR-TestCases/Expressions/expression2/expression2_fromLFR_PR.json
2026-07-22T22:56:34+00:00,Expressions/expression3.lfr,Expressions/expression3.lfr,expression3,1,0.481580,0.222096,0.002033,0.224128,0.224160,0.002128,0.226288,/home/cidar-ron/Downloads/Neptune_2026/Microfluidics-Benchmarks/Results/LFR-TestCases/Expressions/expression3/expression3_fromLFR_PR.json
2026-07-22T22:56:35+00:00,Expressions/expression4.lfr,Expressions/expression4.lfr,expression4,1,0.519883,0.188641,0.001702,0.190343,0.190368,0.002070,0.192438,/home/cidar-ron/Downloads/Neptune_2026/Microfluidics-Benchmarks/Results/LFR-TestCases/Expressions/expression4/expression4_fromLFR_PR.json
2026-07-22T22:56:37+00:00,Expressions/expression5.lfr,Expressions/expression5.lfr,expression5,1,0.470033,0.225506,0.002070,0.227575,0.227608,0.002906,0.230514,/home/cidar-ron/Downloads/Neptune_2026/Microfluidics-Benchmarks/Results/LFR-TestCases/Expressions/expression5/expression5_fromLFR_PR.json
2026-07-22T22:56:38+00:00,Expressions/expression6.lfr,Expressions/expression6.lfr,expression6,1,0.488689,0.252397,0.003474,0.255871,0.255916,0.003040,0.258956,/home/cidar-ron/Downloads/Neptune_2026/Microfluidics-Benchmarks/Results/LFR-TestCases/Expressions/expression6/expression6_fromLFR_PR.json
2026-07-22T22:56:39+00:00,Expressions/expression7.lfr,Expressions/expression7.lfr,expression7,1,0.447955,0.209704,0.001716,0.211420,0.211441,0.001503,0.212944,/home/cidar-ron/Downloads/Neptune_2026/Microfluidics-Benchmarks/Results/LFR-TestCases/Expressions/expression7/expression7_fromLFR_PR.json
2026-07-22T22:56:40+00:00,Expressions/expression8.lfr,Expressions/expression8.lfr,expression8,1,0.474949,0.216265,0.001605,0.217870,0.217899,0.001516,0.219415,/home/cidar-ron/Downloads/Neptune_2026/Microfluidics-Benchmarks/Results/LFR-TestCases/Expressions/expression8/expression8_fromLFR_PR.json
2026-07-22T22:56:42+00:00,Expressions/expression9.lfr,Expressions/expression9.lfr,expression9,1,0.463120,0.212445,0.001592,0.214037,0.214064,0.001613,0.215676,/home/cidar-ron/Downloads/Neptune_2026/Microfluidics-Benchmarks/Results/LFR-TestCases/Expressions/expression9/expression9_fromLFR_PR.json
2026-07-22T22:56:43+00:00,GraphCoverage/cycle.lfr,GraphCoverage/cycle.lfr,cycle,1,0.077626,0.193956,0.001550,0.195506,0.195529,0.000715,0.196244,/home/cidar-ron/Downloads/Neptune_2026/Microfluidics-Benchmarks/Results/LFR-TestCases/GraphCoverage/cycle/cycle_fromLFR_PR.json
2026-07-22T22:56:44+00:00,GraphCoverage/n_g_m_map.lfr,GraphCoverage/n_g_m_map.lfr,n_g_m_map,1,0.222270,0.179183,0.002204,0.181388,0.181425,0.000993,0.182418,/home/cidar-ron/Downloads/Neptune_2026/Microfluidics-Benchmarks/Results/LFR-TestCases/GraphCoverage/n_g_m_map/n_g_m_map_fromLFR_PR.json
2026-07-22T22:56:45+00:00,GraphCoverage/n_l_m_map.lfr,GraphCoverage/n_l_m_map.lfr,n_l_m_map,1,0.222270,0.192447,0.001730,0.194177,0.194203,0.000719,0.194922,/home/cidar-ron/Downloads/Neptune_2026/Microfluidics-Benchmarks/Results/LFR-TestCases/GraphCoverage/n_l_m_map/n_l_m_map_fromLFR_PR.json
2026-07-22T22:56:46+00:00,GraphCoverage/one_to_one.lfr,GraphCoverage/one_to_one.lfr,one_to_one,1,0.619156,0.156451,0.001420,0.157871,0.157893,0.000655,0.158548,/home/cidar-ron/Downloads/Neptune_2026/Microfluidics-Benchmarks/Results/LFR-TestCases/GraphCoverage/one_to_one/one_to_one_fromLFR_PR.json
