timestamp_iso,benchmark_label,input_lfr_rel,lfr_file_stem,success,overall_score,sec_compile_lfr_s,sec_flatten_variant_outputs_s,sec_lfr_to_mint_cumulative_s,sec_lfr_to_unplaced_json_cumulative_s,sec_unplaced_json_to_pr_s,sec_wall_total_s,pr_json_path
2026-08-04T01:53:05+00:00,COVID/aj_rtpcr_8primer.lfr,COVID/aj_rtpcr_8primer.lfr,aj_rtpcr_8primer,1,0.599051,0.381769,0.001508,0.383277,0.383299,0.005484,0.388782,/home/cidar-ron/Downloads/Neptune_2026/Microfluidics-Benchmarks/Results/LFR-TestCases/COVID/aj_rtpcr_8primer/aj_rtpcr_8primer_fromLFR_PR.json
2026-08-04T01:53:06+00:00,COVID/arize.lfr,COVID/arize.lfr,arize,1,0.597267,0.400452,0.001506,0.401958,0.401978,0.007071,0.409049,/home/cidar-ron/Downloads/Neptune_2026/Microfluidics-Benchmarks/Results/LFR-TestCases/COVID/arize/arize_fromLFR_PR.json
2026-08-04T01:53:08+00:00,COVID/covid_crispr.lfr,COVID/covid_crispr.lfr,covid_crispr,1,0.493821,0.173289,0.001662,0.174951,0.174976,0.000968,0.175944,/home/cidar-ron/Downloads/Neptune_2026/Microfluidics-Benchmarks/Results/LFR-TestCases/COVID/covid_crispr/covid_crispr_fromLFR_PR.json
2026-08-04T01:53:09+00:00,COVID/crispr.lfr,COVID/crispr.lfr,crispr,1,0.493613,0.270353,0.001491,0.271844,0.271864,0.002203,0.274068,/home/cidar-ron/Downloads/Neptune_2026/Microfluidics-Benchmarks/Results/LFR-TestCases/COVID/crispr/crispr_fromLFR_PR.json
2026-08-04T01:53:10+00:00,COVID/detectr.lfr,COVID/detectr.lfr,detectr,1,0.500623,0.318444,0.001453,0.319897,0.319916,0.003248,0.323164,/home/cidar-ron/Downloads/Neptune_2026/Microfluidics-Benchmarks/Results/LFR-TestCases/COVID/detectr/detectr_fromLFR_PR.json
2026-08-04T01:53:11+00:00,COVID/electro4.lfr,COVID/electro4.lfr,electro4,1,0.562676,0.231064,0.001686,0.232749,0.232774,0.003021,0.235794,/home/cidar-ron/Downloads/Neptune_2026/Microfluidics-Benchmarks/Results/LFR-TestCases/COVID/electro4/electro4_fromLFR_PR.json
2026-08-04T01:53:13+00:00,COVID/elisalfr.lfr,COVID/elisalfr.lfr,elisalfr,1,0.521068,0.207330,0.001480,0.208809,0.208829,0.001658,0.210487,/home/cidar-ron/Downloads/Neptune_2026/Microfluidics-Benchmarks/Results/LFR-TestCases/COVID/elisalfr/elisalfr_fromLFR_PR.json
2026-08-04T01:53:14+00:00,COVID/hybri_detect.lfr,COVID/hybri_detect.lfr,hybri_detect,1,0.517534,0.208516,0.001496,0.210012,0.210031,0.001822,0.211853,/home/cidar-ron/Downloads/Neptune_2026/Microfluidics-Benchmarks/Results/LFR-TestCases/COVID/hybri_detect/hybri_detect_fromLFR_PR.json
2026-08-04T01:53:15+00:00,COVID/part1_rna.lfr,COVID/part1_rna.lfr,part1_rna,1,0.510720,0.240521,0.002160,0.242680,0.242710,0.002781,0.245492,/home/cidar-ron/Downloads/Neptune_2026/Microfluidics-Benchmarks/Results/LFR-TestCases/COVID/part1_rna/part1_rna_fromLFR_PR.json
2026-08-04T01:53:16+00:00,COVID/part2_lfr.lfr,COVID/part2_lfr.lfr,part2_lfr,1,0.507310,0.192157,0.001473,0.193629,0.193649,0.001538,0.195187,/home/cidar-ron/Downloads/Neptune_2026/Microfluidics-Benchmarks/Results/LFR-TestCases/COVID/part2_lfr/part2_lfr_fromLFR_PR.json
2026-08-04T01:53:17+00:00,COVID/part3_gel.lfr,COVID/part3_gel.lfr,part3_gel,1,0.531935,0.235306,0.001479,0.236785,0.236805,0.002163,0.238968,/home/cidar-ron/Downloads/Neptune_2026/Microfluidics-Benchmarks/Results/LFR-TestCases/COVID/part3_gel/part3_gel_fromLFR_PR.json
2026-08-04T01:53:19+00:00,COVID/rt_pcr.lfr,COVID/rt_pcr.lfr,rt_pcr,1,0.481436,0.204920,0.002166,0.207085,0.207116,0.001533,0.208649,/home/cidar-ron/Downloads/Neptune_2026/Microfluidics-Benchmarks/Results/LFR-TestCases/COVID/rt_pcr/rt_pcr_fromLFR_PR.json
2026-08-04T01:53:20+00:00,Expressions/expression1.lfr,Expressions/expression1.lfr,expression1,1,0.484148,0.185331,0.001544,0.186875,0.186896,0.001340,0.188236,/home/cidar-ron/Downloads/Neptune_2026/Microfluidics-Benchmarks/Results/LFR-TestCases/Expressions/expression1/expression1_fromLFR_PR.json
2026-08-04T01:53:21+00:00,Expressions/expression10.lfr,Expressions/expression10.lfr,expression10,1,0.463120,0.255942,0.001445,0.257387,0.257408,0.001565,0.258973,/home/cidar-ron/Downloads/Neptune_2026/Microfluidics-Benchmarks/Results/LFR-TestCases/Expressions/expression10/expression10_fromLFR_PR.json
