timestamp_iso,benchmark_label,input_lfr_rel,lfr_file_stem,success,overall_score,sec_compile_lfr_s,sec_flatten_variant_outputs_s,sec_lfr_to_mint_cumulative_s,sec_lfr_to_unplaced_json_cumulative_s,sec_unplaced_json_to_pr_s,sec_wall_total_s,pr_json_path
2026-07-22T23:40:59+00:00,COVID/aj_rtpcr_8primer.lfr,COVID/aj_rtpcr_8primer.lfr,aj_rtpcr_8primer,1,0.426065,0.448150,0.001481,0.449631,0.449652,0.005930,0.455582,/home/cidar-ron/Downloads/Neptune_2026/Microfluidics-Benchmarks/Results/LFR-TestCases/COVID/aj_rtpcr_8primer/aj_rtpcr_8primer_fromLFR_PR.json
2026-07-22T23:41:01+00:00,COVID/arize.lfr,COVID/arize.lfr,arize,1,0.519027,0.333013,0.001517,0.334530,0.334550,0.005023,0.339573,/home/cidar-ron/Downloads/Neptune_2026/Microfluidics-Benchmarks/Results/LFR-TestCases/COVID/arize/arize_fromLFR_PR.json
2026-07-22T23:41:02+00:00,COVID/covid_crispr.lfr,COVID/covid_crispr.lfr,covid_crispr,1,0.493821,0.173258,0.001750,0.175007,0.175031,0.001258,0.176289,/home/cidar-ron/Downloads/Neptune_2026/Microfluidics-Benchmarks/Results/LFR-TestCases/COVID/covid_crispr/covid_crispr_fromLFR_PR.json
2026-07-22T23:41:03+00:00,COVID/crispr.lfr,COVID/crispr.lfr,crispr,1,0.426874,0.231998,0.001493,0.233491,0.233511,0.001942,0.235453,/home/cidar-ron/Downloads/Neptune_2026/Microfluidics-Benchmarks/Results/LFR-TestCases/COVID/crispr/crispr_fromLFR_PR.json
2026-07-22T23:41:04+00:00,COVID/detectr.lfr,COVID/detectr.lfr,detectr,1,0.433357,0.322493,0.001666,0.324159,0.324186,0.003415,0.327601,/home/cidar-ron/Downloads/Neptune_2026/Microfluidics-Benchmarks/Results/LFR-TestCases/COVID/detectr/detectr_fromLFR_PR.json
2026-07-22T23:41:06+00:00,COVID/electro4.lfr,COVID/electro4.lfr,electro4,1,0.436108,0.291295,0.001487,0.292782,0.292802,0.002260,0.295062,/home/cidar-ron/Downloads/Neptune_2026/Microfluidics-Benchmarks/Results/LFR-TestCases/COVID/electro4/electro4_fromLFR_PR.json
2026-07-22T23:41:07+00:00,COVID/elisalfr.lfr,COVID/elisalfr.lfr,elisalfr,1,0.415646,0.203514,0.001823,0.205336,0.205363,0.001747,0.207110,/home/cidar-ron/Downloads/Neptune_2026/Microfluidics-Benchmarks/Results/LFR-TestCases/COVID/elisalfr/elisalfr_fromLFR_PR.json
2026-07-22T23:41:08+00:00,COVID/hybri_detect.lfr,COVID/hybri_detect.lfr,hybri_detect,1,0.523675,0.206291,0.001697,0.207988,0.208015,0.001835,0.209850,/home/cidar-ron/Downloads/Neptune_2026/Microfluidics-Benchmarks/Results/LFR-TestCases/COVID/hybri_detect/hybri_detect_fromLFR_PR.json
2026-07-22T23:41:09+00:00,COVID/part1_rna.lfr,COVID/part1_rna.lfr,part1_rna,1,0.469925,0.230611,0.001490,0.232101,0.232122,0.001711,0.233833,/home/cidar-ron/Downloads/Neptune_2026/Microfluidics-Benchmarks/Results/LFR-TestCases/COVID/part1_rna/part1_rna_fromLFR_PR.json
2026-07-22T23:41:11+00:00,COVID/part2_lfr.lfr,COVID/part2_lfr.lfr,part2_lfr,1,0.464143,0.207109,0.001585,0.208694,0.208719,0.001589,0.210308,/home/cidar-ron/Downloads/Neptune_2026/Microfluidics-Benchmarks/Results/LFR-TestCases/COVID/part2_lfr/part2_lfr_fromLFR_PR.json
2026-07-22T23:41:12+00:00,COVID/part3_gel.lfr,COVID/part3_gel.lfr,part3_gel,1,0.392955,0.184374,0.001530,0.185904,0.185924,0.001121,0.187045,/home/cidar-ron/Downloads/Neptune_2026/Microfluidics-Benchmarks/Results/LFR-TestCases/COVID/part3_gel/part3_gel_fromLFR_PR.json
2026-07-22T23:41:13+00:00,COVID/rt_pcr.lfr,COVID/rt_pcr.lfr,rt_pcr,1,0.481436,0.182617,0.001574,0.184191,0.184213,0.001049,0.185262,/home/cidar-ron/Downloads/Neptune_2026/Microfluidics-Benchmarks/Results/LFR-TestCases/COVID/rt_pcr/rt_pcr_fromLFR_PR.json
2026-07-22T23:41:14+00:00,Expressions/expression1.lfr,Expressions/expression1.lfr,expression1,1,0.418068,0.237144,0.001653,0.238797,0.238827,0.002183,0.241009,/home/cidar-ron/Downloads/Neptune_2026/Microfluidics-Benchmarks/Results/LFR-TestCases/Expressions/expression1/expression1_fromLFR_PR.json
